gene_symbol,ENSEMBL_ID,IBD,IBD.1,non.IBD,non.IBD.1,non.IBD.2,IBD.2,IBD.3,non.IBD.3,IBD.4,non.IBD.4
MIR1302-10,ENSG00000284557,0,0,0,0,0,0,0,0,0,0
FAM138A,ENSG00000237613,0,0,0,0.748536746,0,3.409423172,0,1.385719322,0,0
OR4F5,ENSG00000186092,0,0,0,0,0,0,0,0,0,0
OR4F29,ENSG00000284733,2.157042855,0,0,0,0,0,0,0,0,3.579708357
OR4F16,ENSG00000284662,1.43802857,0,0,0,0,0,0,0,0,3.579708357
FAM87B,ENSG00000177757,22.28944284,15.88382278,53.98290679,34.4326903,18.08101341,20.45653903,6.256275774,22.17150915,27.94608151,55.48547954
FAM41C,ENSG00000230368,1.43802857,0,7.197720905,1.497073491,1.166516994,2.557067379,0,5.542877288,2.94169279,7.159416714
SAMD11,ENSG00000187634,49.61198568,25.41411645,34.1891743,559.156949,169.1449642,293.2103928,39.10172359,424.0301125,147.0846395,42.95650029
NOC2L,ENSG00000188976,1322.986285,1402.541552,775.5544275,1221.611969,1128.605192,1280.238401,1595.350322,1436.990937,1389.949843,898.5067977
KLHL17,ENSG00000187961,116.4803142,106.4216126,89.97151131,176.654672,141.1485563,161.0952449,147.0224807,198.157863,141.2012539,137.8187718
PLEKHN1,ENSG00000187583,134.4556713,160.4266101,5.398290679,80.09343178,43.74438729,74.15495399,93.84413661,104.6218088,164.7347962,42.95650029
HES4,ENSG00000188290,138.769757,52.41661518,109.7652438,416.9349673,214.639127,223.3172177,200.2008248,452.4373586,569.2175549,195.0941055
ISG15,ENSG00000187608,2618.650027,1423.190521,413.868952,609.308911,533.0982665,1055.216472,5616.571576,764.9170658,8382.353605,1172.354487
AGRN,ENSG00000188157,6312.226409,9744.725276,3705.026836,4603.500986,4019.234304,4724.60816,10211.80613,5707.085028,7664.580564,5641.620371
RNF223,ENSG00000237330,47.45494282,42.88632151,84.57322063,191.6254069,164.4788962,51.14134758,82.89565401,313.1725668,22.06269593,291.7462311
C1orf159,ENSG00000131591,259.5641569,250.9643999,226.7282085,345.0754397,361.0370098,269.3444306,276.840203,348.5084095,289.7567398,325.7534605
MIR200B,ENSG00000207730,19.4133857,0,21.59316271,29.19293308,19.24753041,2.557067379,4.692206831,54.73591322,10.29592477,48.32606282
MIR200A,ENSG00000207607,15.09929999,11.11867595,14.39544181,26.1987861,16.33123792,4.261778965,7.820344718,25.63580746,13.23761756,32.21737521
MIR429,ENSG00000198976,17.97535713,23.82573417,26.99145339,31.43854332,27.99640787,2.557067379,14.07662049,31.17868475,4.412539185,30.42752104
TTLL10-AS1,ENSG00000205231,23.72747141,12.70705822,43.18632543,94.31562995,18.66427191,4.261778965,32.84544781,113.6289844,1.470846395,32.21737521
TTLL10,ENSG00000162571,15.81831427,1.588382278,26.99145339,61.38001314,12.83168694,16.19476007,25.0251031,81.06458034,14.70846395,46.53620864
TNFRSF18,ENSG00000186891,276.1014855,160.4266101,57.58176724,461.8471721,48.99371377,343.4993846,211.1493074,232.1079864,986.9379311,82.33329222
TNFRSF4,ENSG00000186827,232.2416141,192.1942556,7.197720905,208.841752,29.16292486,392.0836648,272.1479962,305.5511105,647.1724138,46.53620864
SDF4,ENSG00000078808,6141.101009,6377.354846,6119.862199,6305.673545,6179.04052,5644.300061,7471.557343,6108.250771,8377.941066,8047.184387
B3GALT6,ENSG00000176022,261.7211998,211.254843,152.9515692,297.9176248,292.7957656,465.3862629,384.7609601,435.8087268,461.845768,313.2244813
UBE2J2,ENSG00000160087,998.7108421,1248.468471,852.9299272,995.5538717,1055.69788,995.5515662,1127.693708,880.6246291,1253.161129,882.39811
SCNN1D,ENSG00000162572,123.670457,44.47470379,19.79373249,98.05831368,25.66337388,42.61778965,54.74241302,53.3501939,79.42570533,39.37679193
ACAP3,ENSG00000131584,695.2868137,601.9968834,766.5572764,1248.559292,856.8067324,1001.518057,741.3686792,1129.361247,1004.588088,1002.31834
PUSL1,ENSG00000169972,316.3662855,239.845724,152.9515692,259.7422507,268.2989087,401.4595785,364.4280638,335.3440759,317.7028213,232.6810432
TAS1R3,ENSG00000169962,321.3993855,177.8988151,104.3669531,256.7481038,75.82360464,488.3998694,75.07530929,207.8578983,1094.309718,87.70285475
DVL1,ENSG00000107404,1731.386399,2295.212392,1401.756146,1980.628229,2002.909679,1825.746108,2277.284382,2593.373711,2437.192477,2144.245306
MXRA8,ENSG00000162576,567.302271,250.9643999,172.7453017,916.2089767,380.2845402,1312.627921,176.7397906,733.0455213,342.70721,288.1665228
AURKAIP1,ENSG00000175756,1839.957556,1979.124318,1936.186923,1858.616739,2338.866574,1858.135629,2241.310796,2321.772724,2201.857053,2593.498705
CCNL2,ENSG00000221978,1109.439042,738.5977593,1581.699169,1553.213747,1501.307372,1273.419555,954.0820556,1267.24032,942.8125392,1958.100471
MRPL20,ENSG00000242485,1439.466599,1269.11744,995.0849151,1066.664863,1358.992299,1148.975609,1560.940806,1263.083162,1438.487774,1045.27484
ANKRD65,ENSG00000235098,71.90142851,22.23735189,14.39544181,35.92976379,27.99640787,230.9884199,76.63937823,63.05022915,207.3893417,14.31883343
TMEM88B,ENSG00000205116,0,0,0,0,0,0,0,0,0,0
VWA1,ENSG00000179403,2607.864812,4703.199925,770.1561368,741.7999149,899.3846027,2753.961567,3089.036164,1087.789668,3056.418809,1446.202176
ATAD3C,ENSG00000215915,141.6458142,125.4822,53.98290679,145.9646654,100.3204615,121.8868784,104.7926192,177.3720732,245.631348,87.70285475
ATAD3B,ENSG00000160072,903.0819421,683.0043796,399.4735102,922.1972706,811.3125696,824.2280518,875.8786084,1360.776374,828.0865204,665.8257544
ATAD3A,ENSG00000197785,1030.347471,802.1330504,338.2928825,820.3962732,858.5565079,871.9599762,1180.872052,1181.325722,845.7366771,642.5576501
TMEM240,ENSG00000205090,0,0,3.598860452,10.47951444,7.582360464,24.718318,0,13.16433356,19.12100314,0
SSU72,ENSG00000160075,1696.873713,1815.520944,1912.79433,1541.237159,1787.687294,1605.838314,1889.395284,1670.484643,1887.095925,1873.977325
MIB2,ENSG00000197530,805.2959994,735.4209947,1106.649589,1098.103406,940.2126975,651.1998258,783.5985407,1041.36807,632.4639499,1533.905031
MMP23B,ENSG00000189409,17.97535713,4.765146834,21.59316271,37.42683728,21.5805644,43.47014544,10.9484826,69.97882576,5.88338558,28.63766686
CDK11B,ENSG00000248333,1361.813056,1242.114941,1122.844461,1146.009758,1357.825782,1067.149453,1115.181157,1339.297725,1166.381191,1573.281823
SLC35E2B,ENSG00000189339,2162.79497,2333.333566,2441.826817,2125.095821,2515.01064,2523.825503,1479.609221,2292.672618,2366.59185,2785.013102
MMP23A,ENSG00000215914,15.81831427,7.94191139,14.39544181,42.6665945,8.165618961,36.6512991,12.51255155,39.49300068,26.47523511,23.26810432
CDK11A,ENSG00000008128,1326.581356,1618.561541,1338.776088,1261.284416,1476.227256,1092.720127,1035.413641,1376.712146,1103.134796,1789.854179
NADK,ENSG00000008130,2899.784612,3629.453505,4230.460462,2613.141779,4116.638473,2715.605556,4083.784012,2885.067628,2978.46395,4032.541464
GNB1,ENSG00000078369,8127.737479,9997.278058,9549.576211,7397.788657,8809.536342,8342.858501,10721.69261,7689.356518,11137.2489,8605.618891
CALML6,ENSG00000169885,0,0,7.197720905,11.22805118,8.165618961,9.375913722,0,27.71438644,0,10.73912507
TMEM52,ENSG00000178821,33.7936714,12.70705822,28.79088362,87.57879924,47.24393827,59.66490551,92.28006767,78.29314169,33.82946709,57.27533372
GABRD,ENSG00000187730,7.190142851,12.70705822,0,5.988293965,1.166516994,25.57067379,0,9.007175593,26.47523511,10.73912507
PRKCZ,ENSG00000067606,660.0551138,976.855101,1193.02224,862.314331,1237.674531,674.2134322,828.9565401,1048.989527,513.3253919,1481.99926
SKI,ENSG00000157933,1416.458142,1156.342298,1108.449019,2164.768268,1207.928348,2610.765794,1962.906524,2272.579688,2771.074608,1573.281823
MORN1,ENSG00000116151,120.0753856,79.4191139,149.3527088,148.9588124,162.7291207,64.77904026,120.4333087,155.2005641,85.30909091,204.0433764
LOC100129534,ENSG00000292993,48.1739571,17.47220506,80.97436018,95.81270344,79.32315562,17.04711586,48.48613725,70.67168542,27.94608151,107.3912507
RER1,ENSG00000157916,3370.738969,4738.144335,5097.785831,3159.573603,4061.228916,2967.050515,4124.449804,3268.219021,4193.383072,4290.280466
PEX10,ENSG00000157911,286.1676855,276.3785164,260.9173828,303.9059187,265.9658747,268.4920748,297.1730993,367.90848,245.631348,273.8476893
PLCH2,ENSG00000149527,81.96762851,82.59587846,217.7310574,372.7712993,106.1530465,122.7392342,96.9722745,230.0294075,101.4884013,372.2896691
PANK4,ENSG00000157881,581.6825567,584.5246783,658.5914628,735.811621,659.0821019,679.327567,478.6050967,783.6242766,676.5893417,792.9054011
HES5,ENSG00000197921,10.06619999,15.88382278,70.17777882,176.654672,152.2304678,121.8868784,0,209.2436176,17.65015674,193.3042513
TNFRSF14,ENSG00000157873,2964.495898,2320.626508,2529.998898,2559.247133,2180.220263,2262.152274,2338.283071,1961.4857,2816.670846,2799.331935
MMEL1,ENSG00000142606,35.95071426,30.17926328,39.58746498,90.57294622,53.07652325,23.01360641,43.79393042,60.97165017,29.4169279,91.28256311
TTC34,ENSG00000215912,0.719014285,0,0,5.23975722,8.165618961,3.409423172,1.564068944,6.235736949,1.470846395,0
ACTRT2,ENSG00000169717,0,0,0,0,0,0,0,0,0,0
PRDM16,ENSG00000142611,76.21551423,15.88382278,14.39544181,54.64318243,31.49595885,86.94029088,29.71730993,94.2289139,16.17931035,41.16664611
MIR4251,ENSG00000283572,0,0,0,0,0,0,0,0,0,0
ARHGEF16,ENSG00000130762,2305.159798,3688.22365,3832.786382,2852.673538,3721.189212,1660.389085,3278.288506,3356.905058,1713.53605,5553.917516
MEGF6,ENSG00000162591,220.0183713,63.53529112,147.5532785,264.2334712,180.2268756,447.4867913,239.3025484,404.630042,200.0351097,332.9128772
MIR551A,ENSG00000207776,0,0,0,0.748536746,0,0,0,0,0,0
TPRG1L,ENSG00000158109,1646.542713,2212.616513,4174.678125,2152.043144,3029.444635,1815.517839,2732.428444,2456.880358,1672.352351,3511.693898
WRAP73,ENSG00000116213,458.0120996,465.3960075,527.2330563,443.8822902,571.0100688,519.9370337,483.2973036,400.4728841,426.5454546,536.9562536
TP73,ENSG00000078900,110.0091856,95.30293668,3.598860452,100.3039239,23.91359839,155.1287543,45.35799936,45.72873763,185.3266458,19.68839596
CCDC27,ENSG00000162592,0,0,0,0.748536746,0,0,0,1.385719322,0,0
LRRC47,ENSG00000130764,1332.33347,1423.190521,1390.959565,1278.500762,1283.751952,1281.943113,1359.175912,1399.576515,1326.703448,1587.600656
CEP104,ENSG00000116198,1176.30737,1373.950671,1480.931076,1196.16172,1255.755545,1281.943113,1291.920947,1064.232439,1357.591223,1340.60078
DFFB,ENSG00000169598,294.7958569,303.3810151,226.7282085,230.5493177,293.3790241,318.7810666,253.3791689,311.0939878,307.4068966,316.8041896
C1orf174,ENSG00000198912,758.5600708,665.5321745,809.7436018,601.0750068,808.9795356,591.5349203,810.1877128,604.8664841,660.4100314,742.7894841
AJAP1,ENSG00000196581,10.06619999,9.530293668,1.799430226,16.4678084,6.999101967,46.02721282,43.79393042,29.79296542,22.06269593,3.579708357
NPHP4,ENSG00000131697,400.4909568,360.5627771,376.0809173,366.0344686,398.9488121,352.0229425,406.6579253,289.6153383,429.4871473,408.0867527
KCNAB2,ENSG00000069424,478.1444996,466.9843897,134.957267,360.7947114,99.15394453,1030.498154,494.2457862,336.7297953,1016.354859,263.1085643
CHD5,ENSG00000116254,10.06619999,9.530293668,8.997151131,11.97658793,8.165618961,11.08062531,20.33289627,5.542877288,0,3.579708357
RPL22,ENSG00000116251,3952.421525,3079.873237,3562.871848,4287.618479,4144.051623,3511.705867,2926.372993,4648.395466,2556.331035,3323.75921
RNF207,ENSG00000158286,194.133857,58.77014429,314.9002896,353.3093439,379.7012817,176.4376491,157.9709633,286.8438997,123.5510972,515.4780034
ICMT,ENSG00000116237,3640.369326,3019.514711,4318.632543,2718.68546,4225.124554,3495.511107,3825.712636,3055.511105,2882.858934,3667.411212
HES3,ENSG00000173673,0,0,0,0,0,1.704711586,0,0.692859661,0,0
GPR153,ENSG00000158292,739.8656994,493.9868885,298.7054176,449.1220474,313.7930715,467.0909745,531.7834408,640.2023268,378.0075235,717.7315256
ACOT7,ENSG00000097021,1294.225713,854.5496656,865.5259388,854.0804268,1045.782486,1045.840558,1307.561637,992.1750346,1001.646395,698.0431297
HES2,ENSG00000069812,507.6240853,517.8126226,968.0934617,419.9291143,580.3422047,164.504668,344.0951676,697.016819,200.0351097,1070.332799
ESPN,ENSG00000187017,341.5317854,625.8226176,977.0906128,510.5020605,699.9101967,326.4522687,850.8535053,378.9942346,229.4520376,1301.223988
MIR4252,ENSG00000265392,0,0,0,3.742683728,0,0,0,4.850017627,0,5.369562536
TNFRSF25,ENSG00000215788,487.4916853,270.0249873,966.2940315,450.6191209,794.3980732,627.3338636,605.2946812,861.9174183,398.5993731,955.7821314
PLEKHG5,ENSG00000171680,508.3430996,497.163653,588.413684,590.5954923,538.3475929,461.9768398,394.1453738,548.7448515,330.9404389,846.6010265
NOL9,ENSG00000162408,1258.994013,1024.506569,1157.033635,1282.243445,1307.665551,1239.325323,1406.09798,1297.726145,1129.610031,1161.615362
TAS1R1,ENSG00000173662,8.628171422,9.530293668,3.598860452,19.46195539,4.666067978,16.19476007,0,20.09293017,23.53354232,37.58693775
ZBTB48,ENSG00000204859,506.1860567,368.5046885,822.3396134,821.8933467,740.155033,445.7820797,436.3752353,588.9307119,630.9931035,1211.731279
KLHL21,ENSG00000162413,1110.877071,1186.521562,584.8148235,1449.915676,536.5978174,1848.759715,899.3396425,2145.09351,2294.520376,909.2459227
PHF13,ENSG00000116273,591.7487567,478.1030657,359.8860452,530.7125527,411.1972405,639.2668447,409.7860632,427.4944108,320.6445141,415.2461694
THAP3,ENSG00000041988,87.0007285,100.0680835,97.16923222,81.59050528,82.23944811,104.8397625,95.40820556,83.83601898,91.19247649,78.75358386
DNAJC11,ENSG00000007923,1349.589813,1296.119939,2180.909434,1717.143295,2237.962854,1211.197582,1897.215629,1867.256786,1170.79373,2026.11493
CAMTA1,ENSG00000171735,329.3085426,276.3785164,219.5304876,338.338609,299.2116091,329.8616919,325.3263403,304.1653912,276.5191223,307.8549187
VAMP3,ENSG00000049245,2682.642298,3994.781429,3508.888941,2386.335145,2463.683892,3019.896574,3921.120841,2558.730728,3294.695925,2958.628957
PER3,ENSG00000049246,225.7704855,287.4971923,575.8176724,511.2505973,404.1981386,944.4102186,340.9670297,893.7889627,179.4432602,1245.738508
UTS2,ENSG00000049247,4.314085711,3.176764556,12.59601158,6.736830711,99.73720302,2.557067379,17.20475838,14.55005288,54.42131662,25.0579585
TNFRSF9,ENSG00000049249,181.9106141,239.845724,41.3868952,291.1807941,24.49685688,707.4553081,284.6605477,181.5292312,673.6476489,53.69562536
PARK7,ENSG00000116288,2381.375312,2963.921331,1601.492901,2093.657278,2229.797235,2325.226603,2328.898657,2212.993757,2993.172414,1592.970219
ERRFI1,ENSG00000116285,3434.012226,9886.091299,2002.765842,3887.899857,2071.150924,2317.555401,3425.310986,8194.451211,2822.554232,1650.245553
SLC45A1,ENSG00000162426,17.25634284,0,0,23.20463912,15.74797942,22.16125062,0,40.18586034,8.82507837,5.369562536
RERE,ENSG00000142599,3172.291026,2018.833875,6459.954512,3584.742475,4324.861757,2674.692478,2763.709823,3681.163379,2322.466458,5911.888352
ENO1,ENSG00000074800,22589.99081,32099.61746,10704.81042,11811.90985,14586.1285,15639.87644,22009.57817,13751.87855,24411.63762,9679.531398
ENO1-AS1,ENSG00000230679,9.347185707,11.11867595,10.79658136,15.71927166,7.582360464,7.671202136,12.51255155,9.700035254,22.06269593,12.52897925
CA6,ENSG00000131686,0,1.588382278,0,0,0,0,0,2.771438644,0,0
SLC2A7,ENSG00000197241,0,0,0,0.748536746,0,4.261778965,0,0,0,0
SLC2A5,ENSG00000142583,393.300814,176.3104329,122.3612554,125.7541733,188.3924946,381.8553952,46.92206831,93.53605424,560.3924765,136.0289176
MIR1285-1,ENSG00000221520,0,0,0,0,0,1.704711586,0,0,0,0
GPR157,ENSG00000180758,95.62889992,138.1892582,138.5561274,86.08172575,91.57158406,129.5580805,126.6895844,123.3290197,267.6940439,159.2970219
MIR34A,ENSG00000284357,2.157042855,0,0,0,0,3.409423172,0,0.692859661,0,3.579708357
H6PD,ENSG00000049239,6059.852395,5097.11873,4554.357903,4238.215054,3633.117179,4592.493012,3656.79319,3464.991165,3597.690282,5081.396013
SPSB1,ENSG00000171621,990.0826706,1609.031248,1275.79603,1164.723176,1356.076006,903.4971405,1368.560326,1280.404654,1000.175549,925.3546103
SLC25A33,ENSG00000171612,104.2570713,139.7776405,188.9401738,218.5727297,174.3942907,148.309908,90.71599873,259.8223729,201.5059561,125.2897925
TMEM201,ENSG00000188807,340.8127712,195.3710202,134.957267,404.9583794,344.1225134,381.0030394,353.4795812,558.4448868,266.2231975,309.6447729
PIK3CD,ENSG00000171608,1775.24627,1496.256106,532.631347,831.6243244,367.4528532,1870.920966,1679.810045,619.4165369,2168.027586,877.0285475
CLSTN1,ENSG00000171603,11062.75379,15169.05076,21846.88238,9974.252136,15125.05935,7730.014686,14918.08958,10408.83069,9909.092163,24970.25565
CTNNBIP1,ENSG00000178585,849.874885,837.0774605,568.6199515,686.4081958,719.1577271,787.5767527,950.9539177,783.6242766,717.7730408,574.5431913
LZIC,ENSG00000162441,1027.471413,1156.342298,1363.968111,898.9926315,1202.679021,767.1202136,1144.898467,969.3106658,626.5805643,1022.006736
NMNAT1,ENSG00000173614,823.2713565,1172.226121,1558.306576,816.6535895,1217.260484,745.8113188,954.0820556,868.1531552,620.6971787,1156.245799
RBP7,ENSG00000162444,28.76057141,3.176764556,3.598860452,13.47366142,19.24753041,102.2826952,43.79393042,62.35736949,45.59623825,28.63766686
UBE4B,ENSG00000130939,2094.488613,1807.579032,2447.225108,1726.874272,1942.834054,1878.592168,2116.185281,1502.812605,1856.208151,1995.687409
KIF1B,ENSG00000054523,3756.130626,4371.228029,4856.662181,3423.807075,4105.556562,3902.937176,4460.724627,3379.076567,4387.534796,3293.331689
PGD,ENSG00000142657,3073.786069,4294.98568,1955.980656,2106.382402,2686.488638,2311.58891,3888.275394,2539.330658,3607.986207,1596.549927
CORT,ENSG00000241563,8.628171422,0,1.799430226,11.97658793,6.999101967,9.375913722,0,6.235736949,1.470846395,1.789854179
DFFA,ENSG00000160049,688.8156852,784.6608454,572.2188119,696.1391735,769.9012163,945.2625744,879.0067463,814.1101017,785.4319749,794.6952553
PEX14,ENSG00000142655,420.6233568,381.2117467,433.6626845,427.4144818,503.3520831,413.3925596,439.5033731,491.2374997,558.9216301,504.7388784
CASZ1,ENSG00000130940,2784.742326,2666.893845,3490.894639,2741.890099,3755.018205,1412.353549,3550.436502,3153.897177,1664.998119,3803.44013
C1orf127,ENSG00000175262,2.876057141,0,3.598860452,39.67244752,23.33033989,9.375913722,3.128137887,25.63580746,20.59184953,17.89854179
TARDBP,ENSG00000120948,2878.933198,2781.257369,2978.057024,2640.837639,3133.264647,2637.188823,2787.170857,2720.167029,2466.609404,2208.680056
MASP2,ENSG00000009724,47.45494282,19.06058734,71.97720905,46.40927823,44.91090429,35.7989433,26.58917204,49.88589559,25.00438872,59.06518789
SRM,ENSG00000116649,996.5537992,819.6052555,160.1492901,700.6303939,403.6148801,1611.804804,985.3634344,829.3530142,1634.110345,307.8549187
EXOSC10,ENSG00000171824,1701.187799,1818.697708,1524.117402,1693.938655,2004.659455,1708.973365,1961.342455,1639.305958,1572.334796,1696.781761
MTOR,ENSG00000198793,4248.655411,3804.175556,4493.177275,3622.169312,4571.580101,3847.534049,3892.9676,3634.741782,3268.22069,4313.54857
ANGPTL7,ENSG00000171819,22.28944284,27.00249873,7.197720905,14.22219817,26.24663237,52.84605916,0,13.85719322,14.70846395,8.949270893
UBIAD1,ENSG00000120942,510.5001425,449.5121847,538.0296376,437.8939962,475.9389337,635.0050657,520.8349582,652.6738007,625.1097179,558.4345037
FBXO2,ENSG00000116661,65.43029995,34.94441012,3.598860452,27.69585959,39.66157781,36.6512991,26.58917204,17.32149153,120.6094044,21.47825014
FBXO44,ENSG00000132879,197.7289284,84.18426074,34.1891743,179.648819,145.2313658,305.1433739,142.3302739,126.793318,297.1109718,198.6738138
FBXO6,ENSG00000116663,506.905071,825.9587846,142.1549879,250.7598098,289.8794731,377.5936163,1099.540467,265.3652502,1017.825705,311.4346271
MAD2L2,ENSG00000116670,365.9782711,338.3254252,50.38404633,258.993714,117.2349579,515.6752547,359.735857,234.8794251,851.6200627,128.8695009
AGTRAP,ENSG00000177674,642.0797566,710.0068783,194.3384644,351.0637337,263.0495822,572.7830929,932.1850904,387.3085505,779.5485894,302.4853562
C1orf167,ENSG00000215910,2.157042855,0,0,13.47366142,2.333033989,7.671202136,6.256275774,9.007175593,2.94169279,5.369562536
MTHFR,ENSG00000177000,2159.918913,2871.795159,1932.588063,1901.283334,1850.095953,1662.946152,2488.433689,1770.256434,2550.447649,2235.527869
CLCN6,ENSG00000011021,363.8212283,322.4416024,601.0096956,573.3791472,636.918279,534.4270822,447.3237179,625.6522739,498.6169279,868.0792766
NPPA,ENSG00000175206,5.752114281,7.94191139,25.19202317,11.97658793,14.58146243,4.261778965,0,15.24291254,11.76677116,10.73912507
NPPB,ENSG00000120937,0,0,0,1.497073491,0,0,0,8.314315932,0,0
RNU5E-1,ENSG00000199347,122.2324285,284.3204278,91.77094154,208.841752,123.0675429,305.9957297,164.2272391,145.5005288,383.8909091,150.347751
KIAA2013,ENSG00000116685,2028.339298,2014.068729,3577.26729,2056.978977,3011.363621,1775.457117,2479.049276,2472.81613,1859.149843,4125.613882
PLOD1,ENSG00000083444,2630.873269,2678.012521,1560.106006,1643.786693,1724.112118,2771.861039,2832.528857,1766.099276,3372.650784,1592.970219
MFN2,ENSG00000116688,3744.626397,4099.61466,5607.024585,4654.401484,5558.453478,4506.405077,5286.553029,5187.440282,3997.760502,6599.192356
MIIP,ENSG00000116691,463.7642139,366.9163062,484.0467309,555.4142653,347.0388058,505.4469852,788.2907475,473.2231485,725.1272727,386.6085026
TNFRSF8,ENSG00000120949,128.703557,68.30043796,5.398290679,8.982440948,15.16472093,210.5318809,153.2787565,28.4072461,392.7159875,12.52897925
TNFRSF1B,ENSG00000028137,3473.558012,2989.335447,1383.761844,1981.376766,1556.716929,7361.796984,5424.191096,2943.9607,27148.88276,2729.527622
VPS13D,ENSG00000048707,7154.911151,7190.606573,12189.34035,7159.753972,11328.04653,6298.056954,7530.991963,7153.776,6534.970533,9416.422834
DHRS3,ENSG00000162496,1774.527256,2125.255488,3381.129395,1944.698465,2078.150026,1171.989215,2303.873554,1760.556399,1129.610031,3137.614375
AADACL4,ENSG00000204518,4.314085711,0,0,0,0,0,0,0,0,0
AADACL3,ENSG00000188984,0,0,0,0,0,0,0,0,0,0
PRAMEF12,ENSG00000116726,0,0,0,0,0,0,0,0,0,0
PRAMEF1,ENSG00000116721,0,0,0,0,0,0,0,0,0,0
PRAMEF11,ENSG00000239810,0,0,0,0,0,0,0,0,0,0
HNRNPCL1,ENSG00000179172,127.2655285,92.12617213,70.17777882,116.7717323,110.8191145,224.1695735,173.6116527,146.1933885,163.2639498,68.01445879
PRAMEF2,ENSG00000120952,0,0,0,0,0,0,0,2.078578983,0,0
PRAMEF4,ENSG00000243073,0,0,0,0,0,0,0,0,0,0
PRAMEF10,ENSG00000187545,0,0,0,0,0,0,0,0,0,0
PRAMEF7,ENSG00000204510,0,0,0,0,0,0,0,0,0,0
PRAMEF6,ENSG00000232423,0,0,0,0,0,0,0,0,0,0
PRAMEF22,ENSG00000293551,0,0,0,0,0,0,0,0,0,0
PRAMEF25,ENSG00000229571,0,0,0,0,0,0,0,0,0,0
PRAMEF5,ENSG00000270601,0,0,0,0,0,0,0,0,0,0
PRAMEF8,ENSG00000182330,0,0,0,0,0,0,0,0,0,0
PRAMEF9,ENSG00000204505,0,0,0,0,0,0,0,0,0,0
PRAMEF13,ENSG00000279169,0,0,0,0,0,0,0,0,0,0
PRAMEF18,ENSG00000279804,0,0,0,0,0,0,0,0,0,0
PRAMEF15,ENSG00000204501,0,0,0,0,0,0,0,0,0,0
PRAMEF14,ENSG00000204481,0,0,0,0,0,0,0,0,0,0
PRAMEF19,ENSG00000204480,0,0,0,0,0,0,0,0,0,0
PRAMEF17,ENSG00000204479,0,1.588382278,0,0,0,0,0,0,0,0
PRAMEF20,ENSG00000204478,0,0,0,0,0,0,0,0,0,0
LRRC38,ENSG00000162494,0,0,0,0,0,0,0,0,0,0
PDPN,ENSG00000162493,225.0514713,73.06558479,0,71.11099084,26.24663237,987.880364,81.33158506,109.4718264,279.4608151,10.73912507
PRDM2,ENSG00000116731,1984.479427,1710.687713,2175.511143,2113.86777,1812.184151,2898.009696,1615.683219,2413.230199,2690.178056,2060.12216
KAZN,ENSG00000189337,219.299357,571.8176201,221.3299178,221.5668767,159.8128282,376.7412605,555.244475,446.2016217,273.5774295,325.7534605
TMEM51,ENSG00000171729,676.5924423,968.9131896,768.3567066,746.2911354,761.7355974,440.6679449,783.5985407,632.5808705,692.7686521,889.5575268
FHAD1,ENSG00000142621,93.47185707,69.88882023,26.99145339,23.95317586,48.41045527,11.08062531,39.10172359,15.9357722,108.8426332,32.21737521
EFHD2,ENSG00000142634,5606.873396,6313.819555,6290.808071,5342.306754,6339.436606,4428.8407,7643.604927,5382.826706,8155.84326,8392.626243
CTRC,ENSG00000162438,2.876057141,0,0,2.994146983,0,8.523557929,3.128137887,6.92859661,10.29592477,7.159416714
CELA2A,ENSG00000142615,0.719014285,0,0,0,1.166516994,0,0,4.850017627,8.82507837,1.789854179
CELA2B,ENSG00000215704,5.752114281,0,21.59316271,9.730977693,1.749775492,5.114134758,4.692206831,8.314315932,13.23761756,16.10868761
CASP9,ENSG00000132906,420.6233568,592.4665897,716.17323,499.2740094,471.2728658,617.9579499,511.4505445,604.1736244,761.8984326,662.2460461
DNAJC16,ENSG00000116138,1480.450413,1547.084339,2531.798328,1481.35422,2076.983509,1257.224795,1454.584118,1448.076692,1362.003762,1666.35424
AGMAT,ENSG00000116771,931.8425135,557.5221796,419.2672427,581.6130514,1007.870683,530.1653032,949.3898487,805.7957858,420.662069,646.1373585
DDI2,ENSG00000197312,542.8557853,478.1030657,525.4336261,529.9640159,575.0928783,606.0249688,536.4756476,576.459238,532.446395,422.4055861
RSC1A1,ENSG00000215695,276.8204998,189.0174911,293.3071269,208.0932153,306.7939695,264.2302958,204.8930316,200.9293017,232.3937304,189.7245429
PLEKHM2,ENSG00000116786,1722.039213,1607.442865,1063.463264,1782.265991,1453.480175,2458.194107,2211.593486,1826.378066,2710.769906,1809.542575
SLC25A34,ENSG00000162461,99.22397135,93.7145544,1218.214263,559.9054857,846.3080795,132.1151479,308.1215819,577.1520976,86.77993731,819.7532138
TMEM82,ENSG00000162460,45.29789996,198.5477848,244.7225108,125.0056365,177.3105832,66.48375185,334.7107539,126.1004583,83.83824452,459.9925239
FBLIM1,ENSG00000162458,2906.255741,5311.550338,7876.1061,4229.232613,7063.260401,4431.397767,5184.888548,6300.865757,2447.488401,8859.778184
UQCRHL,ENSG00000233954,2538.120427,2654.186787,2580.382944,2652.06569,3358.985685,2450.522905,2676.121962,2783.217258,2251.865831,2836.918873
SPEN,ENSG00000065526,4913.02461,4647.606546,6217.031432,5592.318027,6113.132309,5544.574433,5261.527926,6823.974801,5834.847649,6105.192603
